Comments,Label
‘প্ল্যান করে তো আর বিয়ে-শাদি হয় না’,1.0
ইমরুল-সৌম্যর ডাক পাওয়া জানতেন না অধিনায়ক,1.0
আঙ্কারায় বাংলাদেশ দূতাবাস ভবনের নির্মাণকাজ শুরু,1.0
নষ্ট জামা-জুতা ঠিক করার পন্থা,1.0
কারাগারের আদালতে খালেদার অনুপস্থিতিতেই বিচার,1.0
যুদ্ধের দিন শেষ: দক্ষিণ কোরিয়া,1.0
বেসরকারি পর্যায়ে পেনশন চালু করতে কাজ করছে সরকার: প্রধানমন্ত্রী,1.0
‘শেষ ইচ্ছা’ জানালেন এরশাদ,1.0
নিউইয়র্কের উদ্দেশে সকালে ঢাকা ছাড়ছেন প্রধানমন্ত্রী,1.0
সুপার ফোরে খুব বেশি সমস্যা হবে না: আকরাম,1.0
সাভারে কষ্টি পাথরসহ দুই যুবক আটক,1.0
পাবনায় নৌকাডুবি: নিখোঁজদের সন্ধানে নদীপাড়ে স্বজনদের ভিড়,1.0
ডিজিটাল নিরাপত্তা বিল সংসদে উত্থাপন,1.0
"যাত্রীদের নাক-কান দিয়ে রক্তক্ষরণ, ভারতীয় বিমানের জরুরি অবতরণ",1.0
সানিয়া সাইন আউট,1.0
ফের মালয়েশিয়ার সাবেক প্রধানমন্ত্রী নাজিব রাজাক গ্রেপ্তার,1.0
"যমুনায় বাড়ছে পানি, ভোগান্তিতে চরাঞ্চলের মানুষ",1.0
"ফিল্ডিংয়ে বাংলাদেশ, শান্ত-রনির অভিষেক",1.0
টস জিতে ব্যাটিংয়ে পাকিস্তান,1.0
এসিসির কাছে সূচি বদলের কারণ জানতে চাইবে বিসিবি,1.0
বাংলাদেশকে ম্যাচে ফেরালেন সাকিব,1.0
সড়কপথে ঢাকা থেকে কক্সবাজার সফর করবেন ওবায়দুল কাদের,1.0
"কতগুলো প্রতিষ্ঠান ও কবে এমপিওভুক্ত, নির্ভর করছে যাচাই-বাছাইয়ের ওপর: শিক্ষামন্ত্রী",1.0
"রোহিঙ্গা গণহত্যার ভয়ঙ্কর বিবরণ, বিচারের সুপারিশ",1.0
কুবিতে বিএনসিসির ৮ম ক্যাডেট ভর্তি পরীক্ষা সম্পন্ন,1.0
নিয়মরক্ষার ম্যাচে বিকেলে মুখোমুখি বাংলাদেশ-আফগানিস্তান,1.0
চট্টগ্রামে ছিনতাই হওয়া প্রাইভেট কার সীতাকুণ্ডে উদ্ধার,1.0
ঝটপট কিচেন টিপস,1.0
আ. লীগের ‘নির্বাচনী প্রচারণা’ ঢাকা থেকে কক্সবাজারে,1.0
ডিজিটাল নিরাপত্তা বিল পাস,1.0
শেষ ওভারের উত্তেজনায় পাকিস্তানের জয়,1.0
একজন পাগলও এই সূচি দেখে অবাক হবে : মাশরাফি,1.0
দিঘল মেঘের দেশে-দশ,1.0
চট্টগ্রামে নাছিরের সঙ্গে ছালামের হঠাৎ বৈঠক,1.0
"চাপ, হুমকির মুখে দেশ ত্যাগ করেছি (ভিডিওসহ)",1.0
যেসব সবজি খেলে তাড়াতাড়ি লম্বা হবেন,1.0
বাংলাদেশকে নিয়ে ভাবনা নেই: রশিদ খান,1.0
গফরগাঁওয়ে অপহৃত স্কুলছাত্রী ঢাকায় উদ্ধার,1.0
আটায় সুসময় থাকছে না,1.0
ভয়েস কলরেট বৃদ্ধির প্রতিবাদে বুধবার সংবাদ সম্মেলন,1.0
রাত ১১টা থেকে ফেইসবুক বন্ধ চান রওশন,1.0
শুরু হল ‘স্পা ট্যুর ডি রেইনবো’ আলোকচিত্র প্রতিযোগিতা,1.0
বাগেরহাটে ২ বাসের সংঘর্ষে যাত্রী নিহত,1.0
সফট্ স্কিল ফেষ্ট ২০১৮ অনুষ্ঠিত,1.0
যশোরে বন্দুকযুদ্ধে ‘মাদক ব্যবসায়ী’ নিহত,1.0
কারো জন্য কিছু থেমে থাকে না: তামিম,1.0
কওমি মাদরাসার মাস্টার্স সনদের স্বীকৃতি দিতে সংসদে বিল পাস,1.0
আইনি অনুমোদন পেলেই ইভিএম ব্যবহার: সিইসি,1.0
রাজধানীতে মাদকবিক্রেতার ছুরিকাঘাতে ক্রেতার মৃত্যু,1.0
বাম জোটের মিছিলে হামলায় ড. কামালের নিন্দা,1.0
আফগানিস্তান-বাংলাদেশ দু’দলেরই বাঁচামরার লড়াই,1.0
প্রথম বিদেশ সফরে সৌদি আরবে ইমরান খান,1.0
স্বামীর ‘নির্যাতনে’ হাসপাতালে কাতরাচ্ছেন গৃহবধূ,1.0
ভুটান থেকে ট্রফি আনতে চায় মেয়েরা,1.0
মুফাসসিরে কুরআন আল্লামা গোলাম সাদেক সাঈদির ইন্তেকাল,1.0
বিতর্কিত ডিজিটাল আইন সংবিধানবিরোধী,1.0
কেন নিলামে উঠছে সুচির ভাস্কর্য?,1.0
দেরিতে বোলিংয়ে আসার কারণ জানালেন রশীদ,1.0
জামিনে মুক্ত নাজিব রাজাক,1.0
খালেদাকে ক্ষমতার বাইরে রাখতে হবে ॥ তথ্যমন্ত্রী ইনু,1.0
সাকিবের পর রুবেলের আঘাত,1.0
নির্বাচনকালীন সরকারে পার্লামেন্টের বাইরের কেউ থাকবে না : কাদের,1.0
ইরানের সামরিক কুচকাওয়াজে হামলায় ১১ সেনা নিহত,1.0
বিএনপি-জামায়াতই আমাদের শত্রু: ওবায়দুল কাদের,1.0
ক্যাথে প্যাসিফিকের বিমানে ভুল বানান!,1.0
মুস্তাফিজ জাদুতে মুগ্ধ বাংলাদেশি দর্শকরা,1.0
